index,OPE ID_x,School,City_x,State,Zip Code,School Type,Loan Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,OPE ID_y,Address,City_y,StateCode,ZipCode,Province,Country,PostalCode
13673,002482,MARYVILLE UNIVERSITY OF SAINT LOUIS,ST LOUIS,MO,63141,Private-Nonprofit,Parent Plus,337,340,6086450.0,340,2932395.0,,,,,,,,
13675,002518,UNIVERSITY OF MISSOURI - KANSAS CITY,KANSAS CITY,MO,64110,Public,Parent Plus,333,347,4550148.0,347,2320505.0,,,,,,,,
13678,002520,WASHINGTON UNIVERSITY IN ST. LOUIS,ST LOUIS,MO,63130,Private-Nonprofit,Parent Plus,48,49,1433052.0,49,726554.0,,,,,,,,
13680,002519,UNIVERSITY OF MISSOURI - SAINT LOUIS,ST LOUIS,MO,63121,Public,Parent Plus,115,123,1310560.0,123,703889.0,,,,,,,,
13681,002496,NORTHWEST MISSOURI STATE UNIVERSITY,MARYVILLE,MO,64468,Public,Parent Plus,790,827,8918692.0,827,4580422.0,,,,,,,,
13682,002501,SOUTHEAST MISSOURI STATE UNIVERSITY,CAPE GIRARDEAU,MO,63701,Public,Parent Plus,575,577,6148360.0,577,3165856.0,,,,,,,,
13685,002517,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,ROLLA,MO,65409,Public,Parent Plus,612,623,9680076.0,623,4985558.0,,,,,,,,
13697,002504,UNIVERSITY OF HEALTH SCIENCES AND PHARMACY IN ST. LOUIS,ST LOUIS,MO,63110,Private-Nonprofit,Parent Plus,38,39,902801.0,39,456761.0,,,,,,,,
13701,002460,CULVER-STOCKTON COLLEGE,CANTON,MO,63435,Private-Nonprofit,Parent Plus,127,127,1777874.0,127,919426.0,,,,,,,,
13702,020682,COX COLLEGE,,MO,NaN,Private-Nonprofit,Parent Plus,17,17,199410.0,17,113315.0,,,,,,,,
13713,002485,MIDWESTERN BAPTIST THEOLOGICAL SEMINARY,KANSAS CITY,MO,64118,Private-Nonprofit,Parent Plus,3,3,33370.0,3,17190.0,,,,,,,,
13716,002471,SAINT LOUIS COMMUNITY COLLEGE,,MO,NaN,Public,Parent Plus,7,7,54500.0,7,27250.0,,,,,,,,
13721,006389,GOLDFARB SCHOOL OF NURSING AT BARNES-JEWISH COLLEGE,SAINT LOUIS,MO,63110,Private-Nonprofit,Parent Plus,17,17,479442.0,17,240783.0,,,,,,,,
13734,002533,MONTANA STATE UNIVERSITY - NORTHERN,HAVRE,MT,59501,Public,Parent Plus,31,31,325139.0,31,158730.0,,,,,,,,
13736,002565,UNIVERSITY OF NEBRASKA,LINCOLN,NE,68588,Public,Parent Plus,1677,1704,25723287.0,1704,14311618.0,,,,,,,,
13737,006895,UNIVERSITY OF NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,Public,Parent Plus,44,44,892723.0,44,456144.0,,,,,,,,
13739,002554,UNIVERSITY OF NEBRASKA AT OMAHA,OMAHA,NE,68182,Public,Parent Plus,430,432,4598990.0,432,2364275.0,,,,,,,,
13740,002551,UNIVERSITY OF NEBRASKA - KEARNEY,KEARNEY,NE,68849,Public,Parent Plus,150,150,1692269.0,150,856668.0,,,,,,,,
13742,002540,COLLEGE OF SAINT MARY,OMAHA,NE,68106,Private-Nonprofit,Parent Plus,57,61,903938.0,61,449943.0,,,,,,,,
13745,025083,SOUTHEAST COMMUNITY COLLEGE,,NE,NaN,Public,Parent Plus,64,64,519496.0,64,215215.0,,,,,,,,
13749,006404,NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH,,NE,NaN,Private-Nonprofit,Parent Plus,90,90,898934.0,90,519945.0,,,,,,,,
13752,002569,UNIVERSITY OF NEVADA - LAS VEGAS,LAS VEGAS,NV,89154,Public,Parent Plus,749,754,14707288.0,755,7584656.0,,,,,,,,
13753,002568,"UNIVERSITY OF NEVADA , RENO",RENO,NV,89557,Public,Parent Plus,646,661,12515986.0,662,6312921.0,,,,,,,,
13756,002591,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE,PLYMOUTH,NH,3264,Public,Parent Plus,408,412,6420282.0,412,3371718.0,,,,,,,,
13764,002629,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NEW BRUNS-NEWARK-CAMDEN,NJ,8901,Public,Parent Plus,1015,1024,20252851.0,1026,10432697.0,,,,,,,,
13770,002621,NEW JERSEY INSTITUTE OF TECHNOLOGY,NEWARK,NJ,7102,Public,Parent Plus,221,235,3987475.0,237,2139343.0,,,,,,,,
13778,002610,FELICIAN UNIVERSITY,LODI,NJ,7644,Private-Nonprofit,Parent Plus,59,59,865566.0,59,436404.0,,,,,,,,
13780,002600,SAINT ELIZABETH UNIVERSITY,MORRISTOWN,NJ,7960,Private-Nonprofit,Parent Plus,44,44,586929.0,44,323440.0,,,,,,,,
13788,002651,EASTERN NEW MEXICO UNIVERSITY,PORTALES,NM,88130,Public,Parent Plus,11,11,91237.0,11,45620.0,,,,,,,,
13793,002654,NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY,SOCORRO,NM,87801,Public,Parent Plus,15,15,172880.0,15,93792.0,,,,,,,,
13795,002093,SAINT JOHN'S COLLEGE,SANTA FE,NM,87505,Private-Nonprofit,Parent Plus,17,17,219993.0,17,110881.0,,,,,,,,
13798,002707,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,NEW YORK,NY,10027,Private-Nonprofit,Parent Plus,132,135,4335778.0,135,2219994.0,,,,,,,,
13799,002837,STATE UNIVERSITY OF NEW YORK AT BUFFALO,BUFFALO,NY,14260,Public,Parent Plus,624,638,9355805.0,650,4876628.0,,,,,,,,
13802,002722,FORDHAM UNIVERSITY - ROSE HILL CAMPUS,BRONX,NY,10458,Private-Nonprofit,Parent Plus,577,592,19339178.0,592,9911093.0,,,,,,,,
13806,002838,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,STONY BROOK,NY,11794,Public,Parent Plus,297,302,4462800.0,302,2416175.0,,,,,,,,
13809,002791,PACE UNIVERSITY,NEW YORK,NY,10038,Private-Nonprofit,Parent Plus,1341,1415,28446541.0,1415,15442405.0,,,,,,,,
13812,002836,BINGHAMTON UNIVERSITY,BINGHAMTON,NY,13902,Public,Parent Plus,691,735,10840327.0,746,5664214.0,,,,,,,,
13813,002835,STATE UNIVERSITY OF NEW YORK AT ALBANY,ALBANY,NY,12222,Public,Parent Plus,455,457,6919594.0,457,3538525.0,,,,,,,,
13817,002843,SUNY COLLEGE AT CORTLAND,CORTLAND,NY,13045,Public,Parent Plus,482,488,6709664.0,492,3493979.0,,,,,,,,
13818,020662,"NEW SCHOOL, THE",,NY,NaN,Private-Nonprofit,Parent Plus,302,302,9656960.0,303,4831642.0,,,,,,,,
13819,002689,CUNY HUNTER COLLEGE,NEW YORK,NY,10021,Public,Parent Plus,12,12,219971.0,14,115060.0,,,,,,,,
13821,002841,STATE UNIVERSITY OF NEW YORK COLLEGE AT BROCKPORT,BROCKPORT,NY,14420,Public,Parent Plus,253,266,3053456.0,266,1568179.0,,,,,,,,
13825,002848,STATE UNIVERSITY OF NEW YORK AT OSWEGO,OSWEGO,NY,13126,Public,Parent Plus,575,577,6596382.0,583,3368000.0,,,,,,,,
13833,002847,"STATE UNIVERSITY OF NEW YORK, COLLEGE AT ONEONTA",ONEONTA,NY,13820,Public,Parent Plus,364,367,4817719.0,373,2481955.0,,,,,,,,
13834,002842,SUNY COLLEGE AT BUFFALO,BUFFALO,NY,14222,Public,Parent Plus,141,150,1481192.0,150,764006.0,,,,,,,,
13838,010286,SUNY EMPIRE STATE COLLEGE,SARATOGA SPRINGS,NY,12866,Public,Parent Plus,9,9,69181.0,9,36739.0,,,,,,,,
13839,002849,STATE UNIVERSITY OF NEW YORK COLLEGE AT PLATTSBURGH,PLATTSBURGH,NY,12901,Public,Parent Plus,220,224,2961077.0,236,1542198.0,,,,,,,,
13845,002855,STATE UNIVERSITY OF NEW YORK COLLEGE OF TECHNOLOGY AT CANTON,CANTON,NY,13617,Public,Parent Plus,457,458,5406014.0,460,2749029.0,,,,,,,,
13846,002846,STATE UNIVERSITY OF NEW YORK AT NEW PALTZ,NEW PALTZ,NY,12561,Public,Parent Plus,313,313,4136283.0,314,2114764.0,,,,,,,,
13847,007273,CUNY BERNARD M. BARUCH COLLEGE,NEW YORK,NY,10010,Public,Parent Plus,37,38,681798.0,41,346125.0,,,,,,,,
13849,002854,SUNY COLLEGE OF TECHNOLOGY AT ALFRED,ALFRED,NY,14802,Public,Parent Plus,322,339,4318044.0,339,2340906.0,,,,,,,,
13851,002840,STATE UNIVERSITY OF NEW YORK UPSTATE MEDICAL UNIVERSITY,SYRACUSE,NY,13210,Public,Parent Plus,2,3,51227.0,3,20742.0,,,,,,,,
13854,002748,LE MOYNE COLLEGE,SYRACUSE,NY,13214,Private-Nonprofit,Parent Plus,189,203,3121629.0,203,1657797.0,,,,,,,,
13860,007022,CUNY LEHMAN COLLEGE,BRONX,NY,10468,Public,Parent Plus,1,1,9000.0,1,4500.0,,,,,,,,
13862,002859,SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT MORRISVILLE,MORRISVILLE,NY,13408,Public,Parent Plus,321,321,4573486.0,327,2296302.0,,,,,,,,
13863,002693,CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE,NEW YORK,NY,10019,Public,Parent Plus,17,17,309639.0,20,167646.0,,,,,,,,
13864,002817,ST. BONAVENTURE UNIVERSITY,SAINT BONAVENTURE,NY,14778,Private-Nonprofit,Parent Plus,238,247,3826826.0,247,2250332.0,,,,,,,,
13865,002845,SUNY COLLEGE AT GENESEO,GENESEO,NY,14454,Public,Parent Plus,180,180,2397681.0,182,1206323.0,,,,,,,,
13866,002713,DOMINICAN COLLEGE OF BLAUVELT,ORANGEBURG,NY,10962,Private-Nonprofit,Parent Plus,106,107,1297288.0,107,756520.0,,,,,,,,
13868,002687,CUNY BROOKLYN COLLEGE,BROOKLYN,NY,11210,Public,Parent Plus,12,12,179370.0,14,93416.0,,,,,,,,
13869,006791,SUNY COLLEGE AT PURCHASE,PURCHASE,NY,10577,Public,Parent Plus,210,216,3851412.0,216,1934643.0,,,,,,,,
13871,002850,STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM,POTSDAM,NY,13676,Public,Parent Plus,111,114,1342020.0,114,717993.0,,,,,,,,
13872,002885,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,ALBANY,NY,12208,Private-Nonprofit,Parent Plus,57,57,1344117.0,57,669638.0,,,,,,,,
13880,002857,SUNY COLLEGE OF TECHNOLOGY AT DELHI,DELHI,NY,13753,Public,Parent Plus,189,192,2553507.0,192,1304603.0,,,,,,,,
13882,002690,CUNY QUEENS COLLEGE,FLUSHING,NY,11367,Public,Parent Plus,8,8,79532.0,8,39766.0,,,,,,,,
13883,002731,HOBART AND WILLIAM SMITH COLLEGES,GENEVA,NY,14456,Private-Nonprofit,Parent Plus,119,120,2635138.0,120,1375889.0,,,,,,,,
13887,002856,SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT COBLESKILL,COBLESKILL,NY,12043,Public,Parent Plus,234,247,3321655.0,248,1658902.0,,,,,,,,
13888,002688,CITY COLLEGE OF NEW YORK - CUNY,NEW YORK,NY,10031,Public,Parent Plus,5,5,91694.0,6,48619.0,,,,,,,,
13892,011678,STATE UNIVERSITY OF NEW YORK POLYTECHNIC INSTITUTE,UTICA,NY,13502,Public,Parent Plus,67,69,778529.0,135,373169.0,,,,,,,,
13896,007572,AMERICAN MUSICAL & DRAMATIC ACADEMY,,NY,NaN,Private-Nonprofit,Parent Plus,171,175,5809302.0,186,3087635.0,,,,,,,,
13898,002708,BARNARD COLLEGE,NEW YORK,NY,10027,Private-Nonprofit,Parent Plus,120,121,4048096.0,121,2057310.0,,,,,,,,
13902,007109,SUNY COLLEGE AT OLD WESTBURY,OLD WESTBURY,NY,11568,Public,Parent Plus,33,33,277873.0,33,147067.0,,,,,,,,
13906,002878,SUFFOLK COUNTY COMMUNITY COLLEGE,SELDEN,NY,11784,Public,Parent Plus,12,12,72423.0,12,36465.0,,,,,,,,
13908,002851,SUNY COLLEGE OF ENVIRONMENT SCIENCE & FORESTRY,SYRACUSE,NY,13210,Public,Parent Plus,116,117,1541397.0,117,782659.0,,,,,,,,
13910,010684,ERIE COMMUNITY COLLEGE,BUFFALO,NY,14203,Public,Parent Plus,5,5,39168.0,5,19583.0,,,,,,,,
13911,002790,NYACK COLLEGE-ROCKLAND CAMPUS,NEW YORK,NY,10004,Private-Nonprofit,Parent Plus,10,10,107853.0,10,57327.0,,,,,,,,
13914,002829,ST. LAWRENCE UNIVERSITY,CANTON,NY,13617,Private-Nonprofit,Parent Plus,79,80,1659604.0,80,827819.0,,,,,,,,
13918,002795,PAUL SMITH'S COLLEGE OF ARTS & SCIENCES,PAUL SMITHS,NY,12970,Private-Nonprofit,Parent Plus,94,94,1273416.0,94,660415.0,,,,,,,,
13919,002863,CORNING COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES,CORNING,NY,14830,Public,Parent Plus,9,9,61946.0,9,30975.0,,,,,,,,
13922,002974,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-,CHAPEL HILL,NC,27514,Public,Parent Plus,432,443,5843818.0,443,2972638.0,,,,,,,,
13924,002975,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,CHARLOTTE,NC,28223,Public,Parent Plus,1126,1152,16814393.0,1152,8654437.0,,,,,,,,
13925,002972,NORTH CAROLINA STATE UNIVERSITY,RALEIGH,NC,27695,Public,Parent Plus,910,920,13588604.0,927,7032745.0,,,,,,,,
13928,002905,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,GREENSBORO,NC,27411,Public,Parent Plus,1486,1552,22919233.0,1616,11726659.0,,,,,,,,
13930,002976,UNIVERSITY OF NORTH CAROLINA -GREENSBORO,GREENSBORO,NC,27412,Public,Parent Plus,873,932,9553207.0,932,4997752.0,,,,,,,,
13932,002984,UNIVERSITY OF NORTH AT CAROLINA WILMINGTON (THE),WILMINGTON,NC,28403,Public,Parent Plus,731,752,11852882.0,752,6085429.0,,,,,,,,
13933,002978,WAKE FOREST UNIVERSITY,WINSTON-SALEM,NC,27109,Private-Nonprofit,Parent Plus,150,151,5027333.0,151,2705890.0,,,,,,,,
13937,002954,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,PEMBROKE,NC,28372,Public,Parent Plus,265,273,2178329.0,273,1143753.0,,,,,,,,
13944,004838,GUILFORD TECHNICAL COMMUNITY COLLEGE,JAMESTOWN,NC,27282,Public,Parent Plus,13,13,124234.0,13,20711.0,,,,,,,,
13948,007640,FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE,FAYETTEVILLE,NC,28303,Public,Parent Plus,1,1,3746.0,1,626.0,,,,,,,,
13950,002907,UNIVERSITY OF NORTH CAROLINA ASHEVILLE,ASHEVILLE,NC,28804,Public,Parent Plus,97,97,1126869.0,99,573037.0,,,,,,,,
13958,003981,UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,WINSTON-SALEM,NC,27127,Public,Parent Plus,101,106,1909929.0,106,959421.0,,,,,,,,
13960,002939,LEES-MCRAE COLLEGE,BANNER ELK,NC,28604,Private-Nonprofit,Parent Plus,177,179,2121441.0,179,1074420.0,,,,,,,,
13971,002997,NORTH DAKOTA STATE UNIVERSITY - FARGO,FARGO,ND,58102,Public,Parent Plus,163,170,2128098.0,170,1100175.0,,,,,,,,
13976,002996,NORTH DAKOTA STATE COLLEGE OF SCIENCE,WAHPETON,ND,58076,Public,Parent Plus,23,24,245000.0,24,122498.0,,,,,,,,
13983,003090,OHIO STATE UNIVERSITY,COLUMBUS,OH,43210,Public,Parent Plus,2596,2616,44778292.0,2665,23100429.0,,,,,,,,
13987,003024,CASE WESTERN RESERVE UNIVERSITY,,OH,NaN,Private-Nonprofit,Parent Plus,233,242,5002088.0,242,2728420.0,,,,,,,,
13992,003123,UNIVERSITY OF AKRON (THE),AKRON,OH,44325,Public,Parent Plus,791,804,10741953.0,804,5556276.0,,,,,,,,
14003,003014,BALDWIN WALLACE UNIVERSITY,BEREA,OH,44017,Private-Nonprofit,Parent Plus,328,329,5727359.0,329,2918197.0,,,,,,,,
14011,006867,COLUMBUS STATE COMMUNITY COLLEGE- MAIN CAMPUS,COLUMBUS,OH,43215,Public,Parent Plus,14,14,67304.0,18,31895.0,,,,,,,,
14012,003039,COLUMBUS COLLEGE OF ART & DESIGN,COLUMBUS,OH,43215,Private-Nonprofit,Parent Plus,283,287,4971836.0,287,2492023.0,,,,,,,,
14014,003036,FRANCISCAN UNIVERSITY OF STEUBENVILLE,STEUBENVILLE,OH,43952,Private-Nonprofit,Parent Plus,83,83,1241595.0,83,636646.0,,,,,,,,
14023,003037,COLLEGE OF WOOSTER (THE),WOOSTER,OH,44691,Private-Nonprofit,Parent Plus,154,155,2991989.0,155,1492558.0,,,,,,,,
14034,004852,CLARK STATE COMMUNITY COLLEGE,SPRINGFIELD,OH,45505,Public,Parent Plus,6,6,45173.0,6,22586.0,,,,,,,,
14035,003982,CLEVELAND INSTITUTE OF ART (THE),CLEVELAND,OH,44106,Private-Nonprofit,Parent Plus,153,153,3207906.0,153,1695751.0,,,,,,,,
14039,006489,CHRIST COLLEGE OF NURSING AND HEALTH SCIENCES,CINCINNATI,OH,45219,Private-Nonprofit,Parent Plus,55,59,643950.0,59,330634.0,,,,,,,,
14041,003069,LOURDES UNIVERSITY,SYLVANIA,OH,43560,Private-Nonprofit,Parent Plus,93,93,1386702.0,93,703492.0,,,,,,,,
14043,003041,DEFIANCE COLLEGE,DEFIANCE,OH,43512,Private-Nonprofit,Parent Plus,120,120,1655524.0,120,852283.0,,,,,,,,
14044,003184,UNIVERSITY OF OKLAHOMA - NORMAN CAMPUS,NORMAN,OK,73019,Public,Parent Plus,1120,1137,27869239.0,1141,14397842.0,,,,,,,,
14046,003152,UNIVERSITY OF CENTRAL OKLAHOMA,EDMOND,OK,73034,Public,Parent Plus,210,213,3263164.0,213,1746430.0,,,,,,,,
14049,003185,UNIVERSITY OF TULSA (THE),TULSA,OK,74104,Private-Nonprofit,Parent Plus,248,249,5194865.0,253,2704394.0,,,,,,,,
14052,003179,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY,DURANT,OK,74701,Public,Parent Plus,28,28,328797.0,28,165152.0,,,,,,,,
14054,003181,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,WEATHERFORD,OK,73096,Public,Parent Plus,120,120,1192838.0,122,642257.0,,,,,,,,
14059,003168,ROGERS STATE UNIVERSITY - CLAREMORE,CLAREMORE,OK,74017,Public,Parent Plus,33,33,387010.0,33,194872.0,,,,,,,,
14064,009647,OKLAHOMA STATE UNIVERSITY - OKLAHOMA CITY,OKLAHOMA CITY,OK,73107,Public,Parent Plus,7,7,30806.0,7,15405.0,,,,,,,,
14065,003163,NORTHWESTERN OKLAHOMA STATE UNIVERSITY -,ALVA,OK,73717,Public,Parent Plus,43,43,362170.0,43,184092.0,,,,,,,,
14078,003198,LINFIELD UNIVERSITY,MCMINNVILLE,OR,97128,Private-Nonprofit,Parent Plus,141,142,2571659.0,142,1395557.0,,,,,,,,
14090,003220,SOUTHWESTERN OREGON COMMUNITY COLLEGE,COOS BAY,OR,97420,Public,Parent Plus,3,3,30278.0,3,10095.0,,,,,,,,
14103,003258,DUQUESNE UNIVERSITY OF THE HOLY SPIRIT,PITTSBURGH,PA,15282,Private-Nonprofit,Parent Plus,782,825,22116390.0,825,11497156.0,,,,,,,,
14104,003328,WEST CHESTER UNIVERSITY OF PENNSYLVANIA,WEST CHESTER,PA,19383,Public,Parent Plus,762,774,10903702.0,774,5700829.0,,,,,,,,
14109,003315,BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,BLOOMSBURG,PA,17815,Public,Parent Plus,695,712,9615754.0,716,5069975.0,,,,,,,,
14111,003242,CARNEGIE-MELLON UNIVERSITY,PITTSBURGH,PA,15213,Private-Nonprofit,Parent Plus,157,165,4329150.0,165,2313970.0,,,,,,,,
14119,003316,CALIFORNIA UNIVERSITY OF PENNSYLVANIA,CALIFORNIA,PA,15419,Public,Parent Plus,221,221,2851072.0,221,1430293.0,,,,,,,,
14120,003325,MILLERSVILLE UNIVERSITY,MILLERSVILLE,PA,17551,Public,Parent Plus,383,389,5803301.0,389,3038211.0,,,,,,,,
14126,003287,LA SALLE UNIVERSITY,PHILADELPHIA,PA,19141,Private-Nonprofit,Parent Plus,191,194,3596804.0,194,1881121.0,,,,,,,,
14129,003353,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,PHILADELPHIA,PA,19104,Private-Nonprofit,Parent Plus,122,122,2671567.0,122,1399011.0,,,,,,,,
14132,003323,LOCK HAVEN UNIVERSITY OF PENNSYLVANIA,LOCK HAVEN,PA,17745,Public,Parent Plus,192,192,2344375.0,193,1253611.0,,,,,,,,
14134,003247,MISERICORDIA UNIVERSITY,DALLAS,PA,18612,Private-Nonprofit,Parent Plus,216,217,3778072.0,217,1985336.0,,,,,,,,
14139,003298,MESSIAH UNIVERSITY,MECHANICSBURG,PA,17055,Private-Nonprofit,Parent Plus,157,157,2801416.0,161,1509314.0,,,,,,,,
14154,003368,SAINT VINCENT COLLEGE & SEMINARY,LATROBE,PA,15650,Private-Nonprofit,Parent Plus,211,211,2889028.0,211,1764059.0,,,,,,,,
14171,007469,HUSSIAN COLLEGE,PHILADELPHIA,PA,19106,Proprietary,Parent Plus,115,115,3178927.0,120,1602545.0,,,,,,,,
14180,003389,WASHINGTON AND JEFFERSON COLLEGE,WASHINGTON,PA,15301,Private-Nonprofit,Parent Plus,125,126,1960881.0,126,1070646.0,,,,,,,,
14192,003360,ROSEMONT COLLEGE - ROSEMONT COLLEGE,ROSEMONT,PA,19010,Private-Nonprofit,Parent Plus,55,55,776008.0,55,375733.0,,,,,,,,
14203,003411,SALVE REGINA COLLEGE,NEWPORT,RI,2840,Private-Nonprofit,Parent Plus,203,206,4708585.0,206,2505625.0,,,,,,,,
14206,003448,UNIVERSITY OF SOUTH CAROLINA - COLUMBIA,COLUMBIA,SC,29208,Public,Parent Plus,2031,2104,43043842.0,2104,22429816.0,,,,,,,,
14209,003438,MEDICAL UNIVERSITY OF SOUTH CAROLINA,CHARLESTON,SC,29425,Public,Parent Plus,23,23,844807.0,23,330986.0,,,,,,,,
14217,003423,"CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA",CHARLESTON,SC,29409,Public,Parent Plus,241,247,5945203.0,247,3047199.0,,,,,,,,
14220,003449,UNIVERSITY OF SOUTH CAROLINA - AIKEN,AIKEN,SC,29801,Public,Parent Plus,141,148,1369986.0,150,776927.0,,,,,,,,
14223,004925,HORRY GEORGETOWN TECHNICAL COLLEGE,CONWAY,SC,29526,Public,Parent Plus,32,32,424527.0,32,212266.0,,,,,,,,
14225,003441,NORTH GREENVILLE UNIVERSITY,TIGERVILLE,SC,29688,Private-Nonprofit,Parent Plus,118,118,2100310.0,118,1069959.0,,,,,,,,
14226,003450,UNIVERSITY OF SOUTH CAROLINA - BEAUFORT,BEAUFORT,SC,29902,Public,Parent Plus,169,173,2185598.0,173,1128305.0,,,,,,,,
14228,003993,MIDLANDS TECHNICAL COLLEGE - AIRPORT CAMPUS,COLUMBIA,SC,29202,Public,Parent Plus,52,53,586485.0,53,276670.0,,,,,,,,
14245,003470,SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY,RAPID CITY,SD,57701,Public,Parent Plus,99,100,1198393.0,100,629888.0,,,,,,,,
14252,003530,UNIVERSITY OF TENNESSEE,KNOXVILLE,TN,37996,Public,Parent Plus,1387,1405,29556719.0,1405,15457898.0,,,,,,,,
14256,006725,UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER,MEMPHIS,TN,38163,Public,Parent Plus,9,12,296744.0,12,127865.0,,,,,,,,
14258,010997,EAST GEORGIA STATE COLLEGE,SWAINSBORO,GA,30401,Public,Parent Plus,66,69,407241.0,76,218212.0,,,,,,,,
14259,003487,EAST TENNESSEE STATE UNIVERSITY,JOHNSON CITY,TN,37614,Public,Parent Plus,358,373,4641419.0,375,2434213.0,,,,,,,,
14260,003510,MIDDLE TENNESSEE STATE UNIVERSITY,MURFREESBORO,TN,37130,Public,Parent Plus,654,678,7825822.0,678,4464362.0,,,,,,,,
14261,003529,UNIVERSITY OF TENNESSEE - CHATTANOOGA,CHATTANOOGA,TN,37403,Public,Parent Plus,378,381,4521738.0,382,2406613.0,,,,,,,,
14265,003523,TENNESSEE TECHNOLOGICAL UNIVERSITY,COOKEVILLE,TN,38505,Public,Parent Plus,272,299,2810132.0,299,1473552.0,,,,,,,,
14269,003531,UNIVERSITY OF TENNESSEE - MARTIN,MARTIN,TN,38238,Public,Parent Plus,180,190,1802165.0,191,912883.0,,,,,,,,
14285,003534,UNIVERSITY OF THE SOUTH (THE),SEWANEE,TN,37383,Private-Nonprofit,Parent Plus,112,114,2720610.0,114,1420273.0,,,,,,,,
14288,034403,BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES,MEMPHIS,TN,38104,Private-Nonprofit,Parent Plus,52,52,489478.0,52,270956.0,,,,,,,,
14291,003658,UNIVERSITY OF TEXAS - AUSTIN,AUSTIN,TX,78713,Public,Parent Plus,3879,3898,55351504.0,3898,29944778.0,,,,,,,,
14293,003656,UNIVERSITY OF TEXAS AT ARLINGTON,ARLINGTON,TX,76013,Public,Parent Plus,347,359,5185807.0,359,2660200.0,,,,,,,,
14298,010115,UNIVERSITY OF TEXAS AT SAN ANTONIO,SAN ANTONIO,TX,78249,Public,Parent Plus,658,675,8135606.0,675,4723323.0,,,,,,,,
14301,003581,LAMAR UNIVERSITY,BEAUMONT,TX,77710,Public,Parent Plus,133,134,1547323.0,136,778102.0,,,,,,,,
14303,003661,UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,79968,Public,Parent Plus,185,188,2190049.0,188,1132228.0,,,,,,,,
14310,003630,PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY,PRAIRIE VIEW,TX,77446,Public,Parent Plus,672,676,9952504.0,678,4994403.0,,,,,,,,
14311,003646,TEXAS WOMANS UNIVERSITY,DENTON,TX,76204,Public,Parent Plus,115,117,1261118.0,117,652981.0,,,,,,,,
14312,010674,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,,TX,NaN,Public,Parent Plus,26,26,565864.0,26,302405.0,,,,,,,,
14314,011161,TEXAS A&M UNIVERSITY - CORPUS CHRISTI,CORPUS CHRISTI,TX,78412,Public,Parent Plus,902,902,11454378.0,903,5981733.0,,,,,,,,
14315,003659,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,SAN ANTONIO,TX,78229,Public,Parent Plus,6,6,88208.0,6,39438.0,,,,,,,,
14317,003612,UNIVERSITY OF HOUSTON - DOWNTOWN,HOUSTON,TX,77002,Public,Parent Plus,13,13,150386.0,13,78995.0,,,,,,,,
14322,004951,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,,TX,NaN,Public,Parent Plus,8,9,126555.0,9,63778.0,,,,,,,,
14325,003639,TEXAS A&M UNIVERSITY - KINGSVILLE,KINGSVILLE,TX,78363,Public,Parent Plus,217,218,2308917.0,218,1200324.0,,,,,,,,
14337,003634,TEXAS STATE TECHNICAL COLLEGE,WACO,TX,76705,Public,Parent Plus,55,55,974201.0,55,341311.0,,,,,,,,
14338,013231,UNIVERSITY OF HOUSTON - VICTORIA,VICTORIA,TX,77901,Public,Parent Plus,24,24,248931.0,24,142207.0,,,,,,,,
