index,OPE ID_x,School_x,City_x,State,Zip Code,School Type,Loan Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,OPE ID_y,School,Address,City,StateCode,ZipCode,Province,Country,PostalCode
14790,006838,DALHOUSIE UNIVERSITY,,,NaN,Foreign-Public,Parent Plus,6,6,129337.0,6,70670.0,,,,,,,,,
14791,006839,UNIVERSITY OF EDINBURGH,,,NaN,Foreign-Public,Parent Plus,29,29,1048500.0,29,524250.0,,,,,,,,,
14808,023385,GLENDALE CAREER COLLEGE,,CA,NaN,Proprietary,Parent Plus,10,10,145341.0,10,72673.0,016581,GLENDALE CAREER COLLEGE,240 NORTH BRAND BLVD,GLENDALE,CA,91203.0,,,
14818,021732,EMPIRE BEAUTY SCHOOL,,NY,NaN,Proprietary,Parent Plus,30,30,232712.0,31,116126.0,007573,EMPIRE BEAUTY SCHOOL,38-15 BROADWAY,ASTORIA,NY,11103.0,,,
14818,021732,EMPIRE BEAUTY SCHOOL,,NY,NaN,Proprietary,Parent Plus,30,30,232712.0,31,116126.0,015331,EMPIRE BEAUTY SCHOOL,22 WEST 34TH STREET,NEW YORK,NY,10001.0,,,
14818,021732,EMPIRE BEAUTY SCHOOL,,NY,NaN,Proprietary,Parent Plus,30,30,232712.0,31,116126.0,016374,EMPIRE BEAUTY SCHOOL,19 BANK STREET,PEEKSKILL,NY,10566.0,,,
14820,020653,PRESCOTT COLLEGE,,AZ,NaN,Private-Nonprofit,Parent Plus,18,18,242900.0,18,132169.0,013659,PRESCOTT COLLEGE,220 GROVE AVE,PRESCOTT,AZ,86301.0,,,
14825,008073,BUTTE COLLEGE,,CA,NaN,Public,Parent Plus,3,3,56877.0,3,27688.0,,,,,,,,,
14826,022188,BROOKLINE COLLEGE,,AZ,NaN,Proprietary,Parent Plus,64,65,574132.0,65,287084.0,015681,BROOKLINE COLLEGE,2445 WEST DUNLAP AVENUE,PHOENIX,AZ,85021.0,,,
14830,021283,INSTITUTE FOR BUSINESS & TECHNOLOGY,,CA,NaN,Proprietary,Parent Plus,3,3,27516.0,3,13757.0,014673,INSTITUTE FOR BUSINESS & TECHNOLOGY,2550 SCOTT BLVD,SANTA CLARA,CA,95050.0,,,
14845,022195,MILDRED ELLEY,,NY,NaN,Proprietary,Parent Plus,1,1,4028.0,1,2014.0,015332,MILDRED ELLEY,855 CENTRAL AVENUE,ALBANY,NY,12206.0,,,
14846,021066,AMERICAN INSTITUTE,,CT,NaN,Proprietary,Parent Plus,9,9,53571.0,9,26788.0,014645,AMERICAN INSTITUTE,99 SOUTH STREET,WEST HARTFORD,CT,6110.0,,,
14862,009449,PENNCO TECH,,PA,NaN,Proprietary,Parent Plus,25,25,158084.0,28,85815.0,005939,PENNCO TECH,3815 OTTER STREET,BRISTOL,PA,19007.0,,,
14873,023289,EMMAUS BIBLE COLLEGE,,IA,NaN,Private-Nonprofit,Parent Plus,8,8,77606.0,10,46178.0,016487,EMMAUS BIBLE COLLEGE,2570 ASBURY RD,DUBUQUE,IA,52001.0,,,
14878,021609,PCI ACADEMY,,IA,NaN,Proprietary,Parent Plus,5,5,23340.0,5,11671.0,015245,PCI ACADEMY,309 KITTY HAWK DRIVE,AMES,IA,50010.0,,,
14882,021163,PUEBLO COMMUNITY COLLEGE,,CO,NaN,Public,Parent Plus,7,7,47500.0,7,23750.0,014829,PUEBLO COMMUNITY COLLEGE,900 WEST ORMAN AVE,PUEBLO,CO,81004.0,,,
14886,007679,YORK UNIVERSITY,,,NaN,Foreign-Public,Parent Plus,2,2,27500.0,2,27500.0,,,,,,,,,
14891,007705,ROYAL COLLEGE OF SURGEONS IN IRELAND,,,NaN,Foreign-Private,Parent Plus,5,7,363000.0,7,181500.0,,,,,,,,,
14903,007874,UNIVERSITY OF CALGARY,,,NaN,Foreign-Public,Parent Plus,5,5,80562.0,5,42531.0,,,,,,,,,
14904,007881,AMERICAN UNIVERSITY OF PARIS,,,NaN,Foreign-Private,Parent Plus,26,26,795997.0,27,394553.0,,,,,,,,,
14910,022769,COMMUNITY COLLEGE OF AURORA CENTRETECH CAMPUS,,CO,NaN,Public,Parent Plus,4,4,56004.0,4,28002.0,,,,,,,,,
14916,025318,PAUL MITCHELL THE SCHOOL COSTA MESA,,CA,NaN,Proprietary,Parent Plus,11,11,94378.0,11,47186.0,016984,PAUL MITCHELL THE SCHOOL COSTA MESA,3309 HYLAND AVENUE,COSTA MESA,CA,92626.0,,,
14925,008148,UNIVERSITY OF WINNIPEG (THE),,,NaN,Foreign-Public,Parent Plus,2,2,8700.0,2,4350.0,,,,,,,,,
14935,008260,IOWA SCHOOL OF BEAUTY,,IA,NaN,Proprietary,Parent Plus,2,2,5893.0,3,4058.0,016306,IOWA SCHOOL OF BEAUTY,609 W 2ND ST,OTTUMWA,IA,52501.0,,,
14935,008260,IOWA SCHOOL OF BEAUTY,,IA,NaN,Proprietary,Parent Plus,2,2,5893.0,3,4058.0,034413,IOWA SCHOOL OF BEAUTY,3320 LINE DRIVE,SIOUX CITY,IA,51106.0,,,
14937,025530,MODERN COLLEGE OF DESIGN (THE),,OH,NaN,Proprietary,Parent Plus,49,49,1266677.0,49,637385.0,017160,MODERN COLLEGE OF DESIGN (THE),1725 EAST DAVID RD,KETTERING,OH,45440.0,,,
14945,008365,CONCORDIA UNIVERSITY,,,NaN,Foreign-Public,Parent Plus,3,3,46958.0,3,23479.0,,,,,,,,,
14946,008366,UNIVERSITE DE MONTREAL,,,NaN,Foreign-Public,Parent Plus,1,1,15774.0,1,7887.0,,,,,,,,,
14947,008368,CARLETON UNIVERSITY,,,NaN,Foreign-Public,Parent Plus,4,4,40500.0,4,20250.0,,,,,,,,,
14948,008369,UNIVERSITY OF BRITISH COLUMBIA,,,NaN,Foreign-Public,Parent Plus,38,38,1180812.0,38,637718.0,,,,,,,,,
14949,008370,UNIVERSITY OF VICTORIA,,,NaN,Foreign-Public,Parent Plus,5,5,103486.0,5,51743.0,,,,,,,,,
14952,008377,UNIVERSITEIT VAN AMSTERDAM,,,NaN,Foreign-Public,Parent Plus,9,9,168488.0,9,84244.0,,,,,,,,,
14953,008383,UNIVERSITY OF GLASGOW,,,NaN,Foreign-Public,Parent Plus,18,18,506994.0,18,253498.0,,,,,,,,,
14957,008444,SIMON FRASER UNIVERSITY,,,NaN,Foreign-Public,Parent Plus,10,10,167218.0,10,83859.0,,,,,,,,,
14959,008449,ACADIA UNIVERSITY,,,NaN,Foreign-Public,Parent Plus,2,2,30554.0,2,15277.0,,,,,,,,,
14960,008461,UNIVERSITY OF SAINT ANDREWS,,,NaN,Foreign-Public,Parent Plus,70,71,2607145.0,71,1314566.0,,,,,,,,,
14962,011667,NORTHEAST COMMUNITY COLLEGE,,NE,NaN,Public,Parent Plus,109,109,775044.0,109,397132.0,002556,NORTHEAST COMMUNITY COLLEGE,801 E BENJAMIN AVE  BOX 469,NORFOLK,NE,68702.0,,,
14965,008505,UNIVERSITY OF MELBOURNE,,,NaN,Foreign-Public,Parent Plus,1,1,18583.0,1,18583.0,,,,,,,,,
14978,008670,UNIVERSITY OF NEW SOUTH WALES (THE),,,NaN,Foreign-Public,Parent Plus,1,1,47399.0,1,15799.0,,,,,,,,,
14979,008693,"CITY, UNIVERSITY OF LONDON",,,NaN,Foreign-Public,Parent Plus,1,1,41205.0,1,13735.0,,,,,,,,,
14987,025326,LANDMARK COLLEGE,,VT,NaN,Private-Nonprofit,Parent Plus,38,39,1280825.0,39,653835.0,017157,LANDMARK COLLEGE,RIVER RD,PUTNEY,VT,5346.0,,,
14991,001499,ALTIERUS CAREER COLLEGE,,FL,NaN,Private-Nonprofit,Parent Plus,39,39,198866.0,40,99544.0,007735,ALTIERUS CAREER COLLEGE,3319 WEST HILLSBOROUGH AVENUE,TAMPA,FL,33614.0,,,
14992,024982,G SKIN & BEAUTY INSTITUTE,,IL,NaN,Proprietary,Parent Plus,9,9,76849.0,9,39888.0,015965,G SKIN & BEAUTY INSTITUTE,90 W HILLCREST BOULEVARD SUITE 302,SCHAUMBURG,IL,60195.0,,,
14992,024982,G SKIN & BEAUTY INSTITUTE,,IL,NaN,Proprietary,Parent Plus,9,9,76849.0,9,39888.0,016841,G SKIN & BEAUTY INSTITUTE,1200 HARGER ROAD,OAK BROOK,IL,60523.0,,,
14995,007649,ROCKY MOUNTAIN COLLEGE OF ART + DESIGN,,CO,NaN,Proprietary,Parent Plus,62,63,568040.0,65,283541.0,,,,,,,,,
14998,008910,UNIVERSITY OF HULL,,,NaN,Foreign-Public,Parent Plus,2,2,46452.0,3,39647.0,,,,,,,,,
15012,021316,PENNCO TECH,,NJ,NaN,Proprietary,Parent Plus,26,26,173855.0,32,97269.0,014877,PENNCO TECH,P O BOX 1427- ERIAL RD,BLACKWOOD,NJ,8012.0,,,
15027,009256,MORAINE PARK TECHNICAL COLLEGE,,WI,NaN,Public,Parent Plus,3,3,24914.0,3,12457.0,005303,MORAINE PARK TECHNICAL COLLEGE,235 NORTH NATIONAL AVENUE,FOND DU LAC,WI,54936.0,,,
15034,021506,COSMETOLOGY AND SPA ACADEMY,,IL,NaN,Proprietary,Parent Plus,4,4,43966.0,4,21984.0,,,,,,,,,
15047,009486,TRINITY WESTERN UNIVERSITY,,,NaN,Foreign-Private,Parent Plus,8,8,107270.0,8,53636.0,,,,,,,,,
15048,009500,MEMORIAL UNIVERSITY OF NEWFOUNDLAND,,,NaN,Foreign-Public,Parent Plus,2,2,10600.0,2,5300.0,,,,,,,,,
15049,009501,UNIVERSITY OF KING'S COLLEGE,,,NaN,Foreign-Public,Parent Plus,1,1,8000.0,1,4000.0,,,,,,,,,
15064,020995,CENTRAL COMMUNITY COLLEGE,,NE,NaN,Public,Parent Plus,15,15,78166.0,15,40672.0,,,,,,,,,
15073,022023,PITTSBURGH CAREER INSTITUTE,,PA,NaN,Proprietary,Parent Plus,13,13,78972.0,15,32350.0,015574,PITTSBURGH CAREER INSTITUTE,421 SEVENTH AVENUE,PITTSBURGH,PA,15219.0,,,
15084,025423,NATIONAL HOLISTIC INSTITUTE,,CA,NaN,Proprietary,Parent Plus,1,1,10828.0,1,5414.0,017063,NATIONAL HOLISTIC INSTITUTE,5900 HOLLIS ST STE Q,EMERYVILLE,CA,94608.0,,,
15087,006606,BAPTIST HEALTH SYSTEM SCHOOL OF HEALTH PROFESSIONS,,TX,NaN,Proprietary,Parent Plus,6,6,55200.0,6,29600.0,,,,,,,,,
15091,009808,"UNIVERSITY OF STRATHCLYDE, GLASGOW",,,NaN,Foreign-Public,Parent Plus,3,3,96288.0,3,48144.0,,,,,,,,,
15094,022788,SOUTHERN TECHNICAL COLLEGE,,FL,NaN,Proprietary,Parent Plus,7,7,53462.0,11,24428.0,039035,SOUTHERN TECHNICAL COLLEGE,1485 FLORIDA MALL AVENUE,ORLANDO,FL,32809.0,,,
15099,025561,ETI SCHOOL OF SKILLED TRADES,,IL,NaN,Proprietary,Parent Plus,10,11,89729.0,11,44867.0,,,,,,,,,
15101,025782,NOSSI COLLEGE OF ART,,TN,NaN,Proprietary,Parent Plus,54,55,542957.0,57,275173.0,017347,NOSSI COLLEGE OF ART,590 CREATIVE WAY,NASHVILLE,TN,37115.0,,,
15114,023303,LEBANON COUNTY CAREER AND TECHNOLOGY CENTER,,PA,NaN,Public,Parent Plus,1,1,6264.0,1,3132.0,,,,,,,,,
15123,010067,LUND UNIVERSITY,,,NaN,Foreign-Public,Parent Plus,3,3,57390.0,3,28696.0,,,,,,,,,
15124,010089,ROYAL CENTRAL SCHOOL OF SPEECH AND DRAMA (THE),,,NaN,Foreign-Public,Parent Plus,4,4,192031.0,4,64009.0,,,,,,,,,
15125,022060,HUNTER BUSINESS SCHOOL,,NY,NaN,Proprietary,Parent Plus,10,10,53051.0,10,26528.0,015599,HUNTER BUSINESS SCHOOL,3601 HEMPSTEAD TURNPIKE,LEVITTOWN,NY,11756.0,,,
15129,022978,PAUL MITCHELL THE SCHOOL RAPID CITY,,SD,NaN,Proprietary,Parent Plus,2,2,15000.0,2,7500.0,016231,PAUL MITCHELL THE SCHOOL RAPID CITY,333 OMAHA STREET SUITE 6 & 7,RAPID CITY,SD,57701.0,,,
15137,010188,"UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN",,,NaN,Foreign-Public,Parent Plus,45,45,1410572.0,45,705287.0,,,,,,,,,
15139,010228,UNIVERSITY OF STIRLING,,,NaN,Foreign-Public,Parent Plus,11,11,247983.0,11,123994.0,,,,,,,,,
15142,023377,PROFESSIONAL SKILLS INSTITUTE,,OH,NaN,Proprietary,Parent Plus,2,2,7034.0,2,2345.0,016568,PROFESSIONAL SKILLS INSTITUTE,20 ARCO DR,TOLEDO,OH,43607.0,,,
15154,021744,TRIANGLE TECH,,PA,NaN,Proprietary,Parent Plus,13,13,140536.0,13,70268.0,007839,TRIANGLE TECH,1940 PERRYSVILLE AVE,PITTSBURGH,PA,15214.0,,,
15154,021744,TRIANGLE TECH,,PA,NaN,Proprietary,Parent Plus,13,13,140536.0,13,70268.0,014895,TRIANGLE TECH,222 EAST PITTSBURGH ST SUITE A,GREENSBURG,PA,15601.0,,,
15154,021744,TRIANGLE TECH,,PA,NaN,Proprietary,Parent Plus,13,13,140536.0,13,70268.0,015326,TRIANGLE TECH,225 TANNERY ROW ROAD,FALLS CREEK,PA,15840.0,,,
15155,022385,CENTRAL OKLAHOMA COLLEGE,,OK,NaN,Proprietary,Parent Plus,1,1,6668.0,1,2223.0,,,,,,,,,
15160,010418,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,,,NaN,Foreign-Private,Parent Plus,3,3,44850.0,3,22425.0,,,,,,,,,
15169,026063,PAUL MITCHELL THE SCHOOL WICHITA,,KS,NaN,Proprietary,Parent Plus,1,1,9994.0,1,4997.0,013791,PAUL MITCHELL THE SCHOOL WICHITA,3242 NORTH ROCK ROAD SUITE 106,WICHITA,KS,67226.0,,,
15179,010594,"RICHMOND, THE AMERICAN INTERNATIONAL UNIVERSITY IN LONDON",,,NaN,Foreign-Private,Parent Plus,43,43,1318160.0,43,668982.0,,,,,,,,,
15182,020537,EASTWICK COLLEGE,,NJ,NaN,Proprietary,Parent Plus,3,4,30336.0,4,10112.0,013618,EASTWICK COLLEGE,10 SOUTH FRANKLIN TURNPIKE,RAMSEY,NJ,7446.0,,,
15187,010681,MACQUARIE UNIVERSITY,,,NaN,Foreign-Public,Parent Plus,7,7,203469.0,7,108735.0,,,,,,,,,
15188,021601,GENEVA GENERAL HOSPITAL,,NY,NaN,Private-Nonprofit,Parent Plus,3,3,23877.0,3,10689.0,015230,GENEVA GENERAL HOSPITAL,196-198 NORTH STREET,GENEVA,NY,14456.0,,,
15191,010720,RYERSON UNIVERSITY,,,NaN,Foreign-Public,Parent Plus,7,7,177308.0,7,96786.0,,,,,,,,,
15196,020983,WESTERN TECHNICAL COLLEGE,,TX,NaN,Proprietary,Parent Plus,13,13,83276.0,17,59077.0,014535,WESTERN TECHNICAL COLLEGE,9624 PLAZA CIRCLE,EL PASO,TX,79927.0,,,
15199,005335,CENTRAL PENNSYLVANIA INSTITUTE OF SCIENCE AND TECHNOLOGY,,PA,NaN,Public,Parent Plus,4,4,32242.0,4,13814.0,,,,,,,,,
15203,022706,LIFE PACIFIC UNIVERSITY,,CA,NaN,Private-Nonprofit,Parent Plus,16,16,241505.0,16,119177.0,016029,LIFE PACIFIC UNIVERSITY,1100 WEST COVINA BLVD,SAN DIMAS,CA,91773.0,,,
15206,010864,UNIVERSITY OF DUNDEE,,,NaN,Foreign-Public,Parent Plus,1,1,30000.0,1,15000.0,,,,,,,,,
15207,022612,G SKIN & BEAUTY INSTITUTE,,IL,NaN,Proprietary,Parent Plus,10,10,93990.0,10,46992.0,015965,G SKIN & BEAUTY INSTITUTE,90 W HILLCREST BOULEVARD SUITE 302,SCHAUMBURG,IL,60195.0,,,
15207,022612,G SKIN & BEAUTY INSTITUTE,,IL,NaN,Proprietary,Parent Plus,10,10,93990.0,10,46992.0,016841,G SKIN & BEAUTY INSTITUTE,1200 HARGER ROAD,OAK BROOK,IL,60523.0,,,
15213,021963,COLLINS CAREER TECHNICAL CENTER,,OH,NaN,Public,Parent Plus,1,1,4000.0,1,2000.0,015524,COLLINS CAREER TECHNICAL CENTER,11627 STATE ROUTE 243,CHESAPEAKE,OH,45619.0,,,
15215,021173,GREAT OAKS CAREER CAMPUSES-SCARLET OAKS,,OH,NaN,Public,Parent Plus,12,12,76725.0,12,38136.0,,,,,,,,,
15221,011094,UNIVERSITY OF WESTERN AUSTRALIA (THE),,,NaN,Foreign-Public,Parent Plus,1,1,17776.0,1,17776.0,,,,,,,,,
15222,022092,TAYLORTOWN SCHOOL OF BEAUTY,,MI,NaN,Proprietary,Parent Plus,4,4,31651.0,4,15826.0,015615,TAYLORTOWN SCHOOL OF BEAUTY,23015 ECORSE,TAYLOR,MI,48180.0,,,
15225,022980,DESIGN INSTITUTE OF SAN DIEGO,,CA,NaN,Proprietary,Parent Plus,13,13,323166.0,13,161323.0,016233,DESIGN INSTITUTE OF SAN DIEGO,8555 COMMERCE AVENUE,SAN DIEGO,CA,92121.0,,,
15229,021171,ART INSTITUTE OF HOUSTON (THE),,TX,NaN,Proprietary,Parent Plus,26,26,289414.0,47,187172.0,,,,,,,,,
15237,023328,CENTER FOR EMPLOYMENT TRAINING,,CA,NaN,Private-Nonprofit,Parent Plus,9,9,40330.0,9,20163.0,016516,CENTER FOR EMPLOYMENT TRAINING,701 VINE ST,SAN JOSE,CA,95110.0,,,
15240,023172,MARANATHA BAPTIST UNIVERSITY,,WI,NaN,Private-Nonprofit,Parent Plus,16,16,267696.0,16,133533.0,016394,MARANATHA BAPTIST UNIVERSITY,745 WEST MAIN STREET,WATERTOWN,WI,53094.0,,,
15245,023344,CENTURA COLLEGE,,VA,NaN,Proprietary,Parent Plus,8,9,72910.0,9,36455.0,016538,CENTURA COLLEGE,2697 DEAN DR  STE 100,VIRGINIA BEACH,VA,23452.0,,,
15248,005365,YORK COUNTY SCHOOL OF TECHNOLOGY,,PA,NaN,Public,Parent Plus,1,1,3113.0,1,1557.0,,,,,,,,,
15249,025454,NORTH AMERICAN TRADE SCHOOLS,,MD,NaN,Proprietary,Parent Plus,6,6,40357.0,9,20568.0,017074,NORTH AMERICAN TRADE SCHOOLS,6901 SECURITY BOULEVARD,BALTIMORE,MD,21244.0,,,
15251,031643,CREATIVE CENTER (THE),OMAHA,NE,68164,Proprietary,Parent Plus,16,16,384919.0,16,190845.0,,,,,,,,,
15255,011683,FRANKLIN UNIVERSITY SWITZERLAND,,,NaN,Foreign-Private,Parent Plus,7,7,154880.0,7,77440.0,,,,,,,,,
15275,021122,GREAT LAKES INSTITUTE OF TECHNOLOGY,,PA,NaN,Proprietary,Parent Plus,9,9,53985.0,9,25070.0,014820,GREAT LAKES INSTITUTE OF TECHNOLOGY,5100 PEACH STREET,ERIE,PA,16509.0,,,
15277,021435,STERLING COLLEGE,,VT,NaN,Private-Nonprofit,Parent Plus,1,1,6083.0,1,2100.0,014991,STERLING COLLEGE,P.O. BOX 72,CRAFTSBURY COMMON,VT,5827.0,,,
15279,022305,OGLE SCHOOL HAIR SKIN NAILS,,TX,NaN,Proprietary,Parent Plus,30,30,213266.0,30,109366.0,013016,OGLE SCHOOL HAIR SKIN NAILS,2200 WEST PARK ROW DRIVE,ARLINGTON,TX,76013.0,,,
15279,022305,OGLE SCHOOL HAIR SKIN NAILS,,TX,NaN,Proprietary,Parent Plus,30,30,213266.0,30,109366.0,015596,OGLE SCHOOL HAIR SKIN NAILS,6125 SOUTHWEST LOOP 820,FORT WORTH,TX,76132.0,,,
15279,022305,OGLE SCHOOL HAIR SKIN NAILS,,TX,NaN,Proprietary,Parent Plus,30,30,213266.0,30,109366.0,015602,OGLE SCHOOL HAIR SKIN NAILS,720-B ARCADIA STREET,HURST,TX,76053.0,,,
15287,020923,EASTWICK COLLEGE - NUTLEY CAMPUS,,NJ,NaN,Proprietary,Parent Plus,4,4,45880.0,4,15293.0,013129,EASTWICK COLLEGE - NUTLEY CAMPUS,103 PARK AVENUE,NUTLEY,NJ,7110.0,,,
15289,012096,ECOLE HOTELIERE DE LAUSANNE,,,NaN,Foreign-Private,Parent Plus,2,2,104499.0,2,52249.0,,,,,,,,,
15291,012136,UNIVERSITY OF MANCHESTER (THE),,,NaN,Foreign-Public,Parent Plus,5,5,177739.0,5,59246.0,,,,,,,,,
15309,012335,ROYAL COLLEGE OF MUSIC,,,NaN,Foreign-Public,Parent Plus,3,3,171159.0,3,57053.0,,,,,,,,,
15316,021582,WASHINGTON SARATOGA WARREN HAMILTON ESSEX BOCES,,NY,NaN,Public,Parent Plus,6,6,40500.0,6,20250.0,,,,,,,,,
15317,023062,VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,,PA,NaN,Public,Parent Plus,1,1,10000.0,1,5000.0,,,,,,,,,
15322,021468,JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE),,NJ,NaN,Proprietary,Parent Plus,19,19,344105.0,19,172053.0,,,,,,,,,
15331,021211,MIDWEST INSTITUTE,,MO,NaN,Proprietary,Parent Plus,3,3,24055.0,3,12029.0,014528,MIDWEST INSTITUTE,10910 MANCHESTER RD,KIRKWOOD,MO,63122.0,,,
15334,021256,MICHIGAN COLLEGE OF BEAUTY-TROY,,MI,NaN,Proprietary,Parent Plus,1,1,6128.0,1,3064.0,,,,,,,,,
15338,008886,PORTAGE LAKES CAREER CENTER,,OH,NaN,Public,Parent Plus,3,3,27554.0,3,13777.0,016994,PORTAGE LAKES CAREER CENTER,4401 SHRIVER ROAD,UNIONTOWN,OH,44685.0,,,
15344,023515,NORTHERN CAREER INSTITUTE,,OH,NaN,Public,Parent Plus,1,1,10500.0,1,5250.0,016716,NORTHERN CAREER INSTITUTE,34050 GLEN DR. SUITE 2,EASTLAKE,OH,44095.0,,,
15345,023434,BELLUS ACADEMY,,CA,NaN,Proprietary,Parent Plus,7,7,77482.0,7,38738.0,007050,BELLUS ACADEMY,1520 EAST PLAZA BOULEVARD,NATIONAL CITY,CA,91950.0,,,
15345,023434,BELLUS ACADEMY,,CA,NaN,Proprietary,Parent Plus,7,7,77482.0,7,38738.0,012026,BELLUS ACADEMY,1073 EAST MAIN STREET,EL CAJON,CA,92021.0,,,
15345,023434,BELLUS ACADEMY,,CA,NaN,Proprietary,Parent Plus,7,7,77482.0,7,38738.0,016644,BELLUS ACADEMY,13266 POWAY ROAD,POWAY,CA,92064.0,,,
15349,010993,HOBART INSTITUTE OF WELDING TECHNOLOGY,,OH,NaN,Private-Nonprofit,Parent Plus,22,22,312939.0,22,159428.0,016522,HOBART INSTITUTE OF WELDING TECHNOLOGY,400 TRADE SQUARE EAST,TROY,OH,45373.0,,,
15356,012978,UNIVERSITY OF HUDDERSFIELD (THE),,,NaN,Foreign-Public,Parent Plus,2,2,66575.0,2,22191.0,,,,,,,,,
15372,022378,SPECS HOWARD SCHOOL OF MEDIA ARTS,,MI,NaN,Proprietary,Parent Plus,3,3,25023.0,3,15016.0,016914,SPECS HOWARD SCHOOL OF MEDIA ARTS,26700 LAHSER ROAD,SOUTHFIELD,MI,48033.0,,,
15375,021290,TRIANGLE TECH,,PA,NaN,Proprietary,Parent Plus,7,7,71398.0,7,35699.0,007839,TRIANGLE TECH,1940 PERRYSVILLE AVE,PITTSBURGH,PA,15214.0,,,
15375,021290,TRIANGLE TECH,,PA,NaN,Proprietary,Parent Plus,7,7,71398.0,7,35699.0,014895,TRIANGLE TECH,222 EAST PITTSBURGH ST SUITE A,GREENSBURG,PA,15601.0,,,
15375,021290,TRIANGLE TECH,,PA,NaN,Proprietary,Parent Plus,7,7,71398.0,7,35699.0,015326,TRIANGLE TECH,225 TANNERY ROW ROAD,FALLS CREEK,PA,15840.0,,,
15376,021232,AVEDA ARTS & SCIENCES INSTITUTE MINNEAPOLIS,,MN,NaN,Proprietary,Parent Plus,17,17,186783.0,17,93390.0,,,,,,,,,
15389,022204,CATHERINE HINDS INSTITUTE OF ESTHETICS,,MA,NaN,Proprietary,Parent Plus,3,3,30198.0,3,15099.0,,,,,,,,,
15391,025590,UNIVERSITY OF ADVANCING COMPUTER TECHNOLOGY,,AZ,NaN,Proprietary,Parent Plus,54,54,937755.0,54,468887.0,,,,,,,,,
15399,023047,TRI-RIVERS CAREER CENTER,,OH,NaN,Public,Parent Plus,1,1,8000.0,2,4000.0,015194,TRI-RIVERS CAREER CENTER,2222 MARION-MT GILEAD ROAD,MARION,OH,43302.0,,,
15408,037813,PITC INSTITUTE,,PA,NaN,Proprietary,Parent Plus,1,1,6359.0,1,3180.0,G37813,PITC INSTITUTE,827 GLENSIDE AVE,WYNCOTE,PA,19095.0,,,
15410,022306,OGLE SCHOOL HAIR SKIN NAILS,,TX,NaN,Proprietary,Parent Plus,18,18,168759.0,18,86868.0,013016,OGLE SCHOOL HAIR SKIN NAILS,2200 WEST PARK ROW DRIVE,ARLINGTON,TX,76013.0,,,
15410,022306,OGLE SCHOOL HAIR SKIN NAILS,,TX,NaN,Proprietary,Parent Plus,18,18,168759.0,18,86868.0,015596,OGLE SCHOOL HAIR SKIN NAILS,6125 SOUTHWEST LOOP 820,FORT WORTH,TX,76132.0,,,
15410,022306,OGLE SCHOOL HAIR SKIN NAILS,,TX,NaN,Proprietary,Parent Plus,18,18,168759.0,18,86868.0,015602,OGLE SCHOOL HAIR SKIN NAILS,720-B ARCADIA STREET,HURST,TX,76053.0,,,
15415,020879,OXFORD BROOKES UNIVERSITY,,,NaN,Foreign-Public,Parent Plus,1,1,21800.0,1,10900.0,,,,,,,,,
15417,020903,CAPRI COLLEGE,,IA,NaN,Proprietary,Parent Plus,6,6,13396.0,6,6699.0,007588,CAPRI COLLEGE,395 MAIN ST,DUBUQUE,IA,52004.0,,,
15417,020903,CAPRI COLLEGE,,IA,NaN,Proprietary,Parent Plus,6,6,13396.0,6,6699.0,007717,CAPRI COLLEGE,425 E. 59TH ST.,DAVENPORT,IA,52807.0,,,
15417,020903,CAPRI COLLEGE,,IA,NaN,Proprietary,Parent Plus,6,6,13396.0,6,6699.0,014390,CAPRI COLLEGE,2945 WILLIAMS PARKWAY SW,CEDAR RAPIDS,IA,52404.0,,,
15421,025298,WILKES BARRE AREA CAREER AND TECHNICAL CENTER PRACTICAL NURSING PRGM,,PA,NaN,Public,Parent Plus,1,1,4000.0,1,4000.0,,,,,,,,,
15432,021000,UNIVERSIDAD POLITECNICA DE PUERTO RICO,,PR,NaN,Private-Nonprofit,Parent Plus,1,1,10000.0,1,3333.0,,,,,,,,,
15436,021019,ROEHAMPTON UNIVERSITY,,,NaN,Foreign-Public,Parent Plus,9,9,268090.0,9,89363.0,,,,,,,,,
15437,021021,KINGSWOOD UNIVERSITY,,,NaN,Foreign-Private,Parent Plus,3,3,22000.0,3,11000.0,,,,,,,,,
15442,021061,COLLEGE OF COSMETOLOGY,,OR,NaN,Proprietary,Parent Plus,2,2,7900.0,2,3950.0,014006,COLLEGE OF COSMETOLOGY,357 EAST MAIN ST,KLAMATH FALLS,OR,97601.0,,,
15444,021830,ORLEANS TECHNICAL COLLEGE,,PA,NaN,Private-Nonprofit,Parent Plus,5,5,38235.0,5,19118.0,,,,,,,,,
15447,021086,LONDON ACADEMY OF MUSIC & DRAMATIC ART,,,NaN,Foreign-Private,Parent Plus,2,2,109642.0,2,36548.0,,,,,,,,,
15448,012912,MTI COLLEGE,,CA,NaN,Proprietary,Parent Plus,2,2,18086.0,2,11825.0,008680,MTI COLLEGE,5221 MADISON AVE,SACRAMENTO,CA,95841.0,,,
