OPE ID,School,State,Zip Code,School Type,PROCESSED IN Q2 Dependent Students,PROCESSED IN Q2 Independent Students,PROCESSED IN Q2 Quarterly Total,AWARD YEAR TO DATE Dependent Students,AWARD YEAR TO DATE Independent Students,AWARD YEAR TO DATE Award Year To Date Total
314500,YOUNGSTOWN STATE UNIVERSITY             ,OH,44555-0001,Public       ,"2,569","1,290","3,859","6,091","2,108","8,199"
398200,CLEVELAND INSTITUTE OF ART              ,OH,44106-4387,Private      ,329,72,401,"1,081",147,"1,228"
406000,WINEBRENNER THEOLOGICAL SEMINARY        ,OH,45840-0000,Private      ,0,6,6,0,13,13
485200,CLARK STATE COLLEGE                     ,OH,45505-4795,Public       ,375,875,"1,250",724,"1,474","2,198"
485500,DAVIS COLLEGE                           ,OH,43604-2638,Proprietary  ,12,69,81,22,111,133
486100,UNIVERSITY OF NORTHWESTERN OHIO         ,OH,45805-1498,Private      ,"1,070",215,"1,285","2,413",385,"2,798"
486600,STAUTZENBERGER COLLEGE                  ,OH,43537-4007,Proprietary  ,91,367,458,122,503,625
510200,SCH OF DIAGNOSTIC IMAGING-CLEVELAND     ,OH,44119-0000,Private      ,7,13,20,13,15,28
512704,BROWN MACKIE COLLEGE-CINCINNATI - BROWN ,OH,44320-4220,Proprietary  ,7,19,26,20,37,57
531300,NORTH CENTRAL STATE COLLEGE             ,OH,44906-1546,Public       ,358,356,714,632,553,"1,185"
575300,OWENS COMMUNITY COLLEGE                 ,OH,43551-0000,Public       ,803,920,"1,723","1,652","1,534","3,186"
648700,AULTMAN COLLEGE OF NURSING AND HEALTH SC,OH,44710-1799,Private      ,65,88,153,150,142,292
648900,CHRIST COLLEGE OF NURSING AND HEALTH SCI,OH,45219-2906,Private      ,187,214,401,393,351,744
649400,GOOD SAMARITAN COLG-NURSING/HEALTH      ,OH,45220-2489,Private      ,45,147,192,132,277,409
650700,TRINIT HEALTH SYSTEM SCH OF NURSING     ,OH,43952-3512,Private      ,9,17,26,20,25,45
680400,LAKELAND COMMUNITY COLLEGE              ,OH,44094-5198,Public       ,398,512,910,888,"1,004","1,892"
686700,COLUMBUS STATE COMMUNITY COLLEGE        ,OH,43215-1786,Public       ,"3,158","2,980","6,138","6,952","5,620","12,572"
703500,KETTERING COLLEGE                       ,OH,45429-1299,Private      ,132,198,330,387,330,717
708500,MOUNT VERNON NAZARENE UNIVERSITY        ,OH,43050-9500,Private      ,554,206,760,"1,308",326,"1,634"
727500,EASTERN GATEWAY COMMUNITY COLLEGE       ,OH,43952-3598,Public       ,927,"6,523","7,450","1,474","9,589","11,063"
747300,CHOFFIN CAREER & TECHNICAL CENTER       ,OH,44503-1628,Public       ,23,54,77,44,96,140
759800,HOCKING TECHNICAL COLLEGE               ,OH,45764-9582,Public       ,524,277,801,"1,178",525,"1,703"
812900,"ADULT & COMMUNITY EDUCATION, COLUMBUS CI",OH,43211-2017,Public       ,13,119,132,27,186,213
813200,TOLEDO SCHOOL OF PRACTICAL NURSING      ,OH,43613-5109,Public       ,29,58,87,72,93,165
813300,ZANE STATE COLLEGE                      ,OH,43701-2626,Public       ,152,143,295,304,231,535
827800,TERRA COMMUNITY COLLEGE                 ,OH,43420-9670,Public       ,191,200,391,357,321,678
867700,NORTHWEST STATE COMMUNITY COLLEGE       ,OH,43502-9542,Public       ,221,209,430,435,317,752
888600,PORTAGE LAKES CAREER CENTER             ,OH,44685-9554,Public       ,16,37,53,28,55,83
915600,WAYNE COUNTY SCHOOLS CAREER CENTER      ,OH,44677-9672,Public       ,8,24,32,17,35,52
941200,FORTIS COLLEGE                          ,OH,44221-2998,Proprietary  ,57,366,423,92,570,662
953000,GERBER AKRON BEAUTY SCHOOL              ,OH,44313-6995,Proprietary  ,12,29,41,19,56,75
953100,SPA SCHOOL (THE)                        ,OH,43214-1524,Proprietary  ,37,90,127,63,165,228
966000,TIFFIN ACADEMY OF HAIR DESIGN           ,OH,44883-2833,Proprietary  ,6,24,30,13,28,41
994100,BELMONT COLLEGE                         ,OH,43950-9766,Public       ,118,81,199,246,171,417
994200,SHAWNEE STATE UNIVERSITY                ,OH,45662-4344,Public       ,674,303,977,"2,021",547,"2,568"
1001700,PAYNE THEOLOGICAL SEMINARY              ,OH,45384-0474,Private      ,0,35,35,0,46,46
1002700,JAMES A. RHODES STATE COLLEGE           ,OH,45804-3597,Public       ,252,269,521,585,478,"1,063"
1028000,OHIO STATE BEAUTY ACADEMY               ,OH,45807-4950,Proprietary  ,27,27,54,49,39,88
1032300,HANNAH E MULLINS SCH-PRAC NRSG          ,OH,44460-2906,Public       ,6,19,25,11,29,40
1034500,CINCINNATI STATE TECH & COMM CLG        ,OH,45223-2690,Public       ,688,"1,413","2,101","1,661","2,375","4,036"
1045300,WASHINGTON STATE CMTY COLLEGE           ,OH,45750-9225,Public       ,176,198,374,378,426,804
1063000,NORTHERN INSTITUTE OF COSMETOLOGY       ,OH,44052-1803,Proprietary  ,9,19,28,13,24,37
1073600,MARION TECHNICAL COLLEGE                ,OH,43302-5694,Public       ,183,324,507,368,527,895
1088000,CHATFIELD COLLEGE                       ,OH,45118-9705,Private      ,0,1,1,1,4,5
1088100,STARK STATE COLLEGE                     ,OH,44720-7299,Public       ,800,"1,209","2,009","1,601","1,949","3,550"
1090600,CINCINNATI CLG OF MORTUARY SCIENCE      ,OH,45224-1428,Private      ,42,60,102,117,90,207
1092300,UNION INSTITUTE & UNIVERSITY            ,OH,45206-1925,Private      ,10,224,234,16,368,384
1099300,HOBART INSTITUTE OF WELDING TECHNOLOGY  ,OH,45373-2400,Private      ,150,26,176,283,51,334
1104600,CENTRAL OHIO TECHNICAL COLLEGE          ,OH,43055-1767,Public       ,370,645,"1,015",697,"1,004","1,701"
1170300,PENTA COUNTY JOINT VOCATIONAL SCH       ,OH,43551-0000,Public       ,1,6,7,7,10,17
1174400,NATIONAL BEAUTY COLLEGE                 ,OH,44720-0000,Proprietary  ,19,48,67,32,100,132
1174500,OHIO TECHNICAL COLLEGE                  ,OH,44103-1228,Proprietary  ,144,107,251,326,181,507
1224800,CENTRAL SCHOOL OF PRACTICAL NURSING     ,OH,44131-2155,Private      ,12,46,58,28,81,109
1275000,EDISON COMMUNITY COLLEGE                ,OH,45356-9239,Public       ,326,357,683,638,570,"1,208"
1283800,LAURA AND ALVIN SIEGAL COLLEGE OF JUDAIC,OH,44122-7197,Private      ,0,1,1,1,1,2
1284800,MOLER-HOLLYWOOD BEAUTY COLLEGE          ,OH,45213-2577,Proprietary  ,7,50,57,15,80,95
1287000,SOUTHERN STATE COMMUNITY COLLEGE        ,OH,45133-9406,Public       ,121,225,346,259,374,633
1289600,"NORTH COAST COLLEGE, THE                ",OH,44107-3002,Proprietary  ,8,11,19,10,24,34
1313200,INTERNATIONAL CLG OF BROADCASTING       ,OH,45431-1898,Proprietary  ,11,34,45,21,63,84
2066100,OHIO STATE COLLEGE/BARBER STYLING       ,OH,43213-0000,Proprietary  ,31,67,98,63,108,171
2073300,GALLIA-JACKSON-VINTON SCH ADULT ED      ,OH,45674-0000,Public       ,13,54,67,23,69,92
2116900,UPPER VALLEY JVS                        ,OH,45356-0000,Public       ,8,52,60,11,71,82
2117300,GREAT OAKS CAREER CAMPUSES              ,OH,45241-1581,Public       ,36,55,91,60,85,145
2140700,CANTON CITY SCHOOLS ADULT CAREER & TECH ,OH,44710-2143,Public       ,7,47,54,13,69,82
2158500,OHIO BUSINESS COLLEGE                   ,OH,44035-0701,Proprietary  ,12,64,76,22,92,114
2158501,OHIO BUSINESS COLLEGE                   ,OH,44870-9953,Proprietary  ,3,21,24,8,50,58
2158506,OHIO BUSINESS COLLEGE - DAYTON - DRIVING,OH,45326-1585,Proprietary  ,7,35,42,12,57,69
2168100,TRI COUNTY CAREER CENTER/ADULT CENTER   ,OH,45764-0000,Public       ,16,31,47,31,54,85
2187900,ASHTABULA COUNTY TECHNICAL AND CAREER CA,OH,44047-0000,Public       ,8,36,44,14,46,60
2189000,MID-EAST CAREER & TECH CENTERS-ADULT ED ,OH,43701-4600,Public       ,42,160,202,58,189,247
2190700,FORTIS COLLEGE                          ,OH,45459-0000,Proprietary  ,82,421,503,127,736,863
2192100,BUTLER TECHNOLOGY AND CAREER DEVELOPMENT,OH,45011-0000,Public       ,39,124,163,94,196,290
2196300,COLLINS CAREER TECHNICAL CENTER         ,OH,45619-0000,Public       ,31,128,159,90,246,336
2210800,MEDINA COUNTY CAREER CENTER             ,OH,44256-0000,Public       ,5,17,22,11,25,36
2220500,GOD'S BIBLE SCHOOL & COLLEGE            ,OH,45210-0000,Private      ,28,34,62,42,53,95
2220800,CAREER & TECHNOLOGY EDUCATION CENTERS OF,OH,43055-0000,Public       ,30,50,80,60,77,137
2239800,PIONEER CAREER & TECHNOLOGY CENTER      ,OH,44875-9704,Public       ,2,10,12,3,13,16
2245600,WARREN COUNTY CAREER CENTER             ,OH,45036-0000,Public       ,21,28,49,37,36,73
2246300,ROSS MEDICAL EDUCATION CENTER           ,OH,45246-3317,Proprietary  ,32,160,192,46,215,261
2263700,MIAMI VALLEY CAREER TECHNOLOGY CTR      ,OH,45315-4531,Public       ,15,66,81,52,131,183
2272700,COLUMBIANA COUNTY CAREER CENTER         ,OH,44432-0000,Public       ,15,57,72,23,95,118
2287900,RAPHAEL'S SCHOOL OF BEAUTY CULTURE      ,OH,44446-0000,Proprietary  ,26,53,79,33,81,114
2301400,EAST OHIO COLLEGE                       ,OH,43920-9139,Proprietary  ,21,83,104,34,152,186
2304700,TRI-RIVERS CAREER CENTER                ,OH,43302-0000,Public       ,12,75,87,20,100,120
2315500,TOLEDO ACADEMY OF BEAUTY CULTURE - EAST ,OH,43616-0000,Proprietary  ,17,49,66,25,71,96
2324400,ALLSTATE HAIRSTYLING & BARBER CLG       ,OH,44113-0000,Proprietary  ,22,57,79,43,100,143
2328500,MOLER-PICKENS BEAUTY COLLEGE            ,OH,45014-0000,Proprietary  ,6,35,41,14,52,66
2334300,EMPIRE BEAUTY SCHOOL                    ,OH,45239-3926,Proprietary  ,30,84,114,68,166,234
2336300,KNOX COUNTY CAREER CENTER               ,OH,43050-4298,Public       ,11,26,37,28,51,79
2336700,CUYAHOGA VALLEY CAREER CENTER           ,OH,44141-1296,Public       ,16,54,70,30,74,104
2337700,PROFESSIONAL SKILLS INSTITUTE           ,OH,43607-0000,Proprietary  ,27,240,267,53,527,580
2339710,ROSS COLLEGE-CANTON                     ,OH,44718-3674,Proprietary  ,17,51,68,30,89,119
2351500,NORTHERN CAREER INSTITUTE               ,OH,44095-0000,Public       ,11,72,83,19,121,140
2352800,POLARIS CAREER CENTER-ADULT ED DEPT     ,OH,44130-0000,Public       ,40,59,99,57,92,149
2354200,SCIOTO COUNTY JOINT VOCATIONAL SCH      ,OH,45648-0000,Public       ,15,49,64,41,93,134
2454400,NORTHEAST OHIO MEDICAL UNIVERSITY       ,OH,44272-9621,Public       ,22,513,535,67,867,934
2497800,GREENE COUNTY CAREER CENTER             ,OH,45385-9545,Public       ,4,9,13,6,18,24
2519300,OHIO STATE SCH COSMETOLOGY              ,OH,43110-2754,Proprietary  ,28,51,79,56,87,143
2522700,EASTLAND-FAIRFIELD CAREER AND TECHNICAL ,OH,43125-0000,Public       ,9,17,26,14,29,43
2529500,HAMRICK SCHOOL                          ,OH,44256-0000,Proprietary  ,0,15,15,0,23,23
2553000,MODERN COLLEGE OF DESIGN (THE)          ,OH,45440-0000,Proprietary  ,103,18,121,247,36,283
2560000,CASAL AVEDA INSTITUTE                   ,OH,44446-4693,Proprietary  ,20,32,52,36,45,81
2560700,PICKAWAY ROSS CO JOINT VOC TECH SCH     ,OH,45601-3977,Public       ,16,73,89,35,116,151
2562300,APOLLO CAREER CENTER-ADULT EDUC         ,OH,45806-0000,Public       ,29,81,110,54,145,199
2563000,RAPHAELS SCHOOL OF BEAUTY CULTURE       ,OH,44601-2847,Proprietary  ,78,148,226,111,224,335
2568600,MAHONING COUNTY CAREER & TECH CENTR     ,OH,44406-0000,Public       ,6,13,19,13,22,35
2586400,TRUMBULL CAREER & TECH CENTER-ADULT     ,OH,44483-1997,Public       ,3,20,23,6,43,49
2588500,OHIO STATE SCHOOL OF COSMETOLOGY        ,OH,43056-2300,Proprietary  ,30,32,62,60,69,129
2603800,LORAIN COUNTY JVS ADULT CAREER CTR      ,OH,44074-9799,Public       ,13,21,34,26,37,63
2620000,SANDUSKY CAREER CENTER                  ,OH,44870-1630,Public       ,11,46,57,19,101,120
3015300,EHOVE CAREER CENTER                     ,OH,44846-9500,Public       ,29,104,133,49,173,222
3023700,MADISON ADULT CAREER CENTER             ,OH,44905-2718,Public       ,7,39,46,12,58,70
3034200,WASHINGTON COUNTY CAREER CENTER ADULT TE,OH,45750-9290,Public       ,33,41,74,49,57,106
3051400,AUBURN CAREER CENTER                    ,OH,44077-9723,Public       ,16,44,60,32,67,99
3051500,BROWN & CLERMONT ADULT CAREER CAMPUSES  ,OH,45106-9502,Public       ,4,20,24,5,27,32
3065900,BUCKEYE CAREER CENTER                   ,OH,44663-9437,Public       ,20,41,61,28,56,84
3067600,RAPHAEL'S SCHOOL OF BEAUTY CULTURE      ,OH,44512-2222,Proprietary  ,19,55,74,25,72,97
3068200,OHIO MEDIA SCHOOL                       ,OH,44125-6273,Proprietary  ,6,28,34,12,34,46
3068202,OHIO MEDIA SCHOOL - COLUMBUS CAMPUS     ,OH,43213-2571,Proprietary  ,28,67,95,59,101,160
3071900,MOUNT CARMEL COLLEGE OF NURSING         ,OH,43222-1598,Private      ,126,260,386,342,441,783
3078004,OHIO MEDIA SCHOOL                       ,OH,45212-3187,Proprietary  ,8,17,25,12,26,38
3079000,ETI TECHNICAL COLLEGE                   ,OH,44446-4398,Proprietary  ,16,86,102,27,133,160
3084800,DELAWARE AREA CAREER CENTER             ,OH,43015-8969,Public       ,5,11,16,10,16,26
3084801,DELAWARE AREA CAREER CENTER -           ,OH,43015-9001,Public       ,3,2,5,3,7,10
3095600,VANTAGE CAREER CENTER                   ,OH,45891-1378,Public       ,5,21,26,8,30,38
3097000,MERCY COLLEGE OF OHIO                   ,OH,43604-1132,Private      ,90,377,467,237,631,868
3100100,PARAMOUNT BEAUTY ACADEMY                ,OH,45662-4136,Proprietary  ,10,18,28,20,30,50
3116200,DAYTON BARBER COLLEGE                   ,OH,45342-4196,Proprietary  ,7,36,43,13,60,73
3116400,VANGUARD-SENTINELL VOC SCH DISTRICT     ,OH,43420-1197,Public       ,0,5,5,3,10,13
3117000,ASHLAND COUNTY-W HOLMES CAREER CTR      ,OH,44805-0000,Public       ,6,8,14,8,18,26
3319300,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY,OH,45414-2557,Proprietary  ,41,62,103,61,121,182
3319301,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY,OH,45459-0000,Proprietary  ,31,35,66,50,65,115
3425300,ROSEDALE BIBLE COLLEGE                  ,OH,43029-9501,Private      ,23,3,26,38,3,41
3457300,ALLEGHENY WESLEYAN COLLEGE              ,OH,44460-9598,Private      ,8,9,17,21,18,39
3475400,TRI-STATE BIBLE COLLEGE                 ,OH,45680-8402,Private      ,0,4,4,4,9,13
3534400,AMERICAN INST OF ALTERNATIVE MEDICI     ,OH,43229-1113,Proprietary  ,19,205,224,32,324,356
3583300,OHIO INSTITUTE OF ALLIED HEALTH         ,OH,45424-3646,Private      ,2,30,32,11,71,82
3626300,BROWN AVEDA INSTITUTE                   ,OH,44060-6212,Proprietary  ,68,89,157,119,174,293
3776400,ORION INSTITUTE                         ,OH,43551-3138,Proprietary  ,4,26,30,4,31,35
3837300,AVEDA FREDRIC'S INSTITUTE               ,OH,45069-2794,Proprietary  ,87,131,218,162,226,388
4038304,ATA COLLEGE - CINCINNATI                ,OH,45246-1616,Proprietary  ,25,169,194,51,346,397
4068300,FOUR COUNTY CAREER CENTER               ,OH,43502-9541,Public       ,1,9,10,4,17,21
4074300,HONDROS COLLEGE OF NURSING              ,OH,43081-3855,Proprietary  ,182,"1,775","1,957",340,"3,112","3,452"
4117300,DAYTON SCHOOL OF MEDICAL MASSAGE        ,OH,45429-1111,Proprietary  ,21,224,245,31,305,336
4126000,PAUL MITCHELL THE SCHOOL CLEVELAND      ,OH,44087-3107,Proprietary  ,39,51,90,63,87,150
4137800,AVEDA INSTITUTE COLUMBUS                ,OH,43201-2333,Proprietary  ,84,170,254,165,311,476
4149100,PAUL MITCHELL THE SCHOOL CINCINNATI     ,OH,45241-1702,Proprietary  ,46,74,120,97,135,232
4149101,PAUL MITCHELL THE SCHOOL CINCINNATI - TO,OH,43560-2539,Proprietary  ,26,40,66,56,89,145
4153300,PAUL MITCHELL THE SCHOOL COLUMBUS       ,OH,43231-6038,Proprietary  ,62,70,132,105,123,228
4166800,SUMMIT SALON ACADEMY                    ,OH,45551-0000,Proprietary  ,47,41,88,66,60,126
4177300,OHIO MEDICAL CAREER COLLEGE             ,OH,45417-4094,Proprietary  ,20,180,200,40,301,341
4185900,ELITE SCHOOL OF COSMETOLOGY             ,OH,44857-2714,Proprietary  ,7,48,55,15,72,87
4189100,SALON INSTITUTE - TOLEDO CAMPUS         ,OH,43615-1731,Proprietary  ,29,39,68,56,65,121
4192200,ATHENA CAREER ACADEMY                   ,OH,43615-6800,Proprietary  ,17,229,246,37,405,442
4206700,ELITE WELDING ACADEMY                   ,OH,45246-1013,Proprietary  ,32,30,62,52,46,98
4206703,ELITE WELDING ACADEMY -                 ,OH,45680-8849,Proprietary  ,3,14,17,9,16,25
4220900,NATIONAL PERSONAL TRAINING INSTITUTE OF ,OH,43065-0000,Proprietary  ,1,1,2,1,1,2
4224300,VALOR CHRISTIAN COLLEGE                 ,OH,43216-0800,Private      ,18,83,101,33,110,143
4225700,CLEVELAND BARBER COLLEGE                ,OH,44124-0000,Proprietary  ,26,59,85,43,93,136
4235000,FELBRY COLLEGE SCHOOL OF NURSING        ,OH,43231-2256,Proprietary  ,16,105,121,43,197,240
4244300,ANTIOCH COLLEGE                         ,OH,45387-1683,Private      ,50,35,85,207,66,273
4254900,CINCINNATI SCHOOL OF BARBERING & HAIR DE,OH,45239-5538,Proprietary  ,12,43,55,18,78,96
4266100,APEX ACADEMY HAIR SKIN NAILS SCHOOL OF C,OH,44906-1793,Proprietary  ,8,10,18,13,22,35
4269000,GLOBAL TECH COLLEGE                     ,OH,43623-4234,Proprietary  ,5,23,28,7,33,40
4277400,ELITE ACADEMY OF HAIR DESIGN            ,OH,43912-2513,Proprietary  ,11,19,30,17,27,44
4286100,HAIR ACADEMY                            ,OH,45601-2667,Proprietary  ,3,26,29,9,33,42
4289800,MERYMA'AT BARBER COLLEGE                ,OH,44111-2604,Proprietary  ,10,33,43,25,59,84
4292800,MASON ANTHONY SCHOOL OF COSMETOLOGY ARTS,OH,43026-8252,Proprietary  ,66,113,179,101,178,279
4293900,LAKEWOOD UNIVERSITY                     ,OH,44112-3044,Private      ,17,56,73,36,102,138
4303000,ACADEMIA MEDICAL INSTITUTE              ,OH,43204-0000,Proprietary  ,18,85,103,41,140,181
        ,INVALID SCHOOL CODE                     ,  ,00000-0000,,90,329,419,169,510,679
134500,ADAMS STATE UNIVERSITY                  ,CO,81102-2373,Public       ,470,972,"1,442","1,481","1,551","3,032"
134600,ARAPAHOE COMMUNITY COLLEGE              ,CO,80160-9002,Public       ,722,"1,041","1,763","1,533","1,839","3,372"
134700,COLORADO COLLEGE                        ,CO,80903-3294,Private      ,992,262,"1,254","4,968",515,"5,483"
134800,COLORADO SCHOOL OF MINES                ,CO,80401-1887,Public       ,"2,319",417,"2,736","8,919",726,"9,645"
134900,UNIVERSITY OF NORTHERN COLORADO         ,CO,80639-0001,Public       ,"2,824","1,291","4,115","8,759","2,576","11,335"
135000,COLORADO STATE UNIVERSITY               ,CO,80523-0100,Public       ,"10,733","3,893","14,626","33,749","6,958","40,707"
135200,DENVER  SEMINARY                        ,CO,80120-2192,Private      ,2,138,140,7,170,177
135300,FORT LEWIS COLLEGE                      ,CO,81301-3999,Public       ,"1,189",302,"1,491","4,111",706,"4,817"
135400,ILIFF SCHOOL OF THEOLOGY                ,CO,80210-0000,Private      ,4,46,50,8,74,82
135500,LAMAR COMMUNITY COLLEGE                 ,CO,81052-3999,Public       ,99,64,163,252,111,363
135800,COLORADO MESA UNIVERSITY                ,CO,81501-3122,Public       ,"2,347",650,"2,997","7,979","1,611","9,590"
135900,COLORADO NORTHWESTERN COMMUNITY COLLEGE ,CO,81648-3598,Public       ,109,102,211,306,171,477
136000,METROPOLITAN STATE UNIVERSITY OF DENVER ,CO,80204-3362,Public       ,"3,514","2,690","6,204","10,647","6,373","17,020"
136100,NORTHEASTERN JUNIOR COLLEGE             ,CO,80751-2399,Public       ,205,78,283,491,137,628
136200,OTERO JUNIOR COLLEGE                    ,CO,81050-3346,Public       ,100,107,207,289,188,477
136300,REGIS UNIVERSITY                        ,CO,80221-1099,Private      ,"1,106","1,340","2,446","3,390","2,247","5,637"
136500,COLORADO STATE UNIVERSITY-PUEBLO        ,CO,81001-4901,Public       ,"1,145",822,"1,967","3,009","1,436","4,445"
136800,TRINIDAD STATE JR COLLEGE               ,CO,81082-2396,Public       ,170,203,373,364,326,690
137000,UNIVERSITY OF COLORADO-BOULDER          ,CO,80309-0077,Public       ,"12,218","3,537","15,755","48,804","6,709","55,513"
137100,UNIVERSITY OF DENVER                    ,CO,80208-2000,Private      ,"2,894","4,226","7,120","13,113","6,450","19,563"
137200,WESTERN COLORADO UNIVERSITY             ,CO,81231-0000,Public       ,795,215,"1,010","2,645",337,"2,982"
450300,ALTIERUS CAREER COLLEGE                 ,CO,80916-3548,Private      ,10,29,39,19,48,67
450600,COLORADO MOUNTAIN COLLEGE               ,CO,81601-3307,Public       ,463,478,941,"1,157",791,"1,948"
450700,ALTIERUS CAREER COLLEGE                 ,CO,80229-4339,Private      ,6,17,23,12,28,40
450800,UNIVERSITY OF COLORADO DENVER           ,CO,80204-2029,Public       ,"3,706","4,237","7,943","12,906","7,909","20,815"
450900,UNIV OF COLORADO AT COLO SPRINGS        ,CO,80918-3735,Public       ,"3,169","1,873","5,042","10,037","3,099","13,136"
559600,EMILY GRIFFITH TECHNICAL COLLEGE        ,CO,80203-2197,Public       ,343,439,782,960,838,"1,798"
729700,SPARTAN COLLEGE OF AERONAUTICS AND TECHN,CO,80020-9988,Proprietary  ,40,92,132,84,147,231
758200,AIMS COMMUNITY COLLEGE                  ,CO,80632-0000,Public       ,689,694,"1,383","1,613","1,231","2,844"
764900,ROCKY MOUNTAIN COLG OF ART & DESIGN     ,CO,80214-0000,Proprietary  ,542,713,"1,255","1,216","1,129","2,345"
793300,FRONT RANGE COMMUNITY COLLEGE           ,CO,80031-2199,Public       ,"1,670","2,308","3,978","3,399","3,732","7,131"
793806,LINCOLN COLLEGE OF TECHNOLOGY - DENVER  ,CO,80239-3006,Proprietary  ,329,263,592,739,444,"1,183"
887100,CONCORDE CAREER INSTITUTE               ,CO,80010-4314,Proprietary  ,116,404,520,241,704,945
889600,PIKES PEAK COMMUNITY COLLEGE            ,CO,80906-5498,Public       ,"1,197","2,244","3,441","2,510","4,055","6,565"
940100,COLORADO CHRISTIAN UNIVERSITY           ,CO,80226-7449,Private      ,717,"2,760","3,477","2,373","4,304","6,677"
954200,COMMUNITY COLLEGE OF DENVER             ,CO,80217-2026,Public       ,"1,159","1,680","2,839","3,005","3,004","6,009"
